wagnum,month
22864,2023-02-28
22869,2023-02-28
22872,2023-02-28
22875,2023-02-28
22876,2023-02-28
22880,2023-02-28
22883,2023-02-28
22890,2023-02-28
22892,2023-02-28
22895,2023-02-28
22902,2023-02-28
22906,2023-02-28
22909,2023-02-28
22912,2023-02-28
22914,2023-02-28
22917,2023-02-28
22920,2023-02-28
22923,2023-02-28
22924,2023-02-28
23317,2023-02-28
23318,2023-02-28
23321,2023-02-28
23322,2023-02-28
23324,2023-02-28
23325,2023-02-28
23329,2023-02-28
23331,2023-02-28
23336,2023-02-28
23343,2023-02-28
23344,2023-02-28
23346,2023-02-28
23354,2023-02-28
23362,2023-02-28
23363,2023-02-28
23367,2023-02-28
23368,2023-02-28
23371,2023-02-28
23378,2023-02-28
23385,2023-02-28
23386,2023-02-28
23391,2023-02-28
21954,2023-02-28
21958,2023-02-28
22541,2023-02-28
22543,2023-02-28
22116,2023-02-28
22120,2023-02-28
22122,2023-02-28
22127,2023-02-28
22129,2023-02-28
22130,2023-02-28
22136,2023-02-28
22139,2023-02-28
22141,2023-02-28
22142,2023-02-28
22144,2023-02-28
22146,2023-02-28
22148,2023-02-28
22153,2023-02-28
22155,2023-02-28
22159,2023-02-28
22160,2023-02-28
22164,2023-02-28
22166,2023-02-28
22168,2023-02-28
22170,2023-02-28
22176,2023-02-28
23392,2023-02-28
24452,2023-02-28
24457,2023-02-28
24461,2023-02-28
24465,2023-02-28
22545,2023-02-28
22546,2023-02-28
22178,2023-02-28
22182,2023-02-28
22186,2023-02-28
22189,2023-02-28
22195,2023-02-28
22198,2023-02-28
22201,2023-02-28
22206,2023-02-28
22208,2023-02-28
22210,2023-02-28
22213,2023-02-28
22217,2023-02-28
22220,2023-02-28
22223,2023-02-28
22227,2023-02-28
22639,2023-02-28
22642,2023-02-28
22643,2023-02-28
22645,2023-02-28
22647,2023-02-28
24466,2023-02-28
24468,2023-02-28
24472,2023-02-28
24477,2023-02-28
22649,2023-02-28
22658,2023-02-28
22661,2023-02-28
22662,2023-02-28
22665,2023-02-28
22667,2023-02-28
22669,2023-02-28
22671,2023-02-28
22675,2023-02-28
22678,2023-02-28
22680,2023-02-28
22681,2023-02-28
22683,2023-02-28
22684,2023-02-28
22687,2023-02-28
23393,2023-02-28
23398,2023-02-28
23399,2023-02-28
23401,2023-02-28
23402,2023-02-28
23406,2023-02-28
23409,2023-02-28
23412,2023-02-28
23415,2023-02-28
23417,2023-02-28
23419,2023-02-28
23421,2023-02-28
23422,2023-02-28
23424,2023-02-28
23425,2023-02-28
23427,2023-02-28
23428,2023-02-28
23432,2023-02-28
23433,2023-02-28
23435,2023-02-28
23448,2023-02-28
23449,2023-02-28
22691,2023-02-28
22699,2023-02-28
22700,2023-02-28
23451,2023-02-28
23452,2023-02-28
23456,2023-02-28
23460,2023-02-28
23461,2023-02-28
23469,2023-02-28
23470,2023-02-28
23472,2023-02-28
23477,2023-02-28
23480,2023-02-28
23481,2023-02-28
23485,2023-02-28
23486,2023-02-28
23490,2023-02-28
23494,2023-02-28
23495,2023-02-28
23497,2023-02-28
23498,2023-02-28
23500,2023-02-28
23501,2023-02-28
23503,2023-02-28
21986,2023-02-28
21989,2023-02-28
21991,2023-02-28
21999,2023-02-28
22000,2023-02-28
22004,2023-02-28
22006,2023-02-28
21963,2023-02-28
21965,2023-02-28
23995,2023-02-28
23998,2023-02-28
23999,2023-02-28
24003,2023-02-28
21968,2023-02-28
21972,2023-02-28
21974,2023-02-28
21979,2023-02-28
21722,2023-02-28
22235,2023-02-28
22237,2023-02-28
22240,2023-02-28
22241,2023-02-28
22248,2023-02-28
22250,2023-02-28
22252,2023-02-28
22258,2023-02-28
22259,2023-02-28
21980,2023-02-28
22558,2023-02-28
22564,2023-02-28
22565,2023-02-28
22568,2023-02-28
22569,2023-02-28
22262,2023-02-28
22265,2023-02-28
22267,2023-02-28
22273,2023-02-28
22277,2023-02-28
22280,2023-02-28
22281,2023-02-28
22283,2023-02-28
22289,2023-02-28
22292,2023-02-28
22294,2023-02-28
22298,2023-02-28
22303,2023-02-28
22304,2023-02-28
22307,2023-02-28
22308,2023-02-28
22311,2023-02-28
22312,2023-02-28
22314,2023-02-28
22316,2023-02-28
22321,2023-02-28
22322,2023-02-28
22571,2023-02-28
22572,2023-02-28
22576,2023-02-28
22581,2023-02-28
22585,2023-02-28
22587,2023-02-28
22590,2023-02-28
22593,2023-02-28
22594,2023-02-28
22596,2023-02-28
22598,2023-02-28
22602,2023-02-28
22603,2023-02-28
22605,2023-02-28
22608,2023-02-28
22613,2023-02-28
22619,2023-02-28
22010,2023-02-28
22012,2023-02-28
22324,2023-02-28
22325,2023-02-28
22328,2023-02-28
22332,2023-02-28
22337,2023-02-28
22339,2023-02-28
22340,2023-02-28
22354,2023-02-28
22356,2023-02-28
22357,2023-02-28
22361,2023-02-28
22702,2023-02-28
22703,2023-02-28
22705,2023-02-28
22711,2023-02-28
22712,2023-02-28
22716,2023-02-28
22717,2023-02-28
22533,2023-02-28
22534,2023-02-28
22535,2023-02-28
22537,2023-02-28
22623,2023-02-28
22625,2023-02-28
22631,2023-02-28
22013,2023-02-28
22015,2023-02-28
22022,2023-02-28
22023,2023-02-28
22028,2023-02-28
22029,2023-02-28
22032,2023-02-28
22033,2023-02-28
22036,2023-02-28
22037,2023-02-28
22045,2023-02-28
22047,2023-02-28
22054,2023-02-28
22055,2023-02-28
22057,2023-02-28
22059,2023-02-28
22062,2023-02-28
22063,2023-02-28
22066,2023-02-28
22067,2023-02-28
22069,2023-02-28
22720,2023-02-28
22724,2023-02-28
22725,2023-02-28
22727,2023-02-28
22731,2023-02-28
22733,2023-02-28
22736,2023-02-28
22741,2023-02-28
22743,2023-02-28
22745,2023-02-28
22747,2023-02-28
22756,2023-02-28
22759,2023-02-28
22762,2023-02-28
22765,2023-02-28
22766,2023-02-28
22768,2023-02-28
22769,2023-02-28
22070,2023-02-28
22074,2023-02-28
22079,2023-02-28
22081,2023-02-28
22083,2023-02-28
22086,2023-02-28
22088,2023-02-28
22091,2023-02-28
22093,2023-02-28
22094,2023-02-28
22102,2023-02-28
22104,2023-02-28
22105,2023-02-28
22772,2023-02-28
22776,2023-02-28
22780,2023-02-28
22784,2023-02-28
22786,2023-02-28
22788,2023-02-28
22789,2023-02-28
22792,2023-02-28
21702,2023-02-28
21705,2023-02-28
21706,2023-02-28
21707,2023-02-28
21717,2023-02-28
21985,2023-02-28
21724,2023-02-28
21725,2023-02-28
21728,2023-02-28
21730,2023-02-28
21731,2023-02-28
21733,2023-02-28
21942,2023-02-28
21943,2023-02-28
21945,2023-02-28
21949,2023-02-28
21952,2023-02-28
21953,2023-02-28
22634,2023-02-28
22635,2023-02-28
22636,2023-02-28
22110,2023-02-28
22111,2023-02-28
22113,2023-02-28
22114,2023-02-28
23259,2023-02-28
23260,2023-02-28
23265,2023-02-28
23268,2023-02-28
23269,2023-02-28
23272,2023-02-28
23273,2023-02-28
23275,2023-02-28
23276,2023-02-28
23286,2023-02-28
23289,2023-02-28
23292,2023-02-28
23293,2023-02-28
23296,2023-02-28
23299,2023-02-28
23300,2023-02-28
23304,2023-02-28
23307,2023-02-28
23310,2023-02-28
24559,2023-02-28
24560,2023-02-28
24561,2023-02-28
24565,2023-02-28
24567,2023-02-28
24573,2023-02-28
24574,2023-02-28
24581,2023-02-28
24583,2023-02-28
24584,2023-02-28
24586,2023-02-28
24589,2023-02-28
24594,2023-02-28
24502,2023-02-28
24504,2023-02-28
24508,2023-02-28
24509,2023-02-28
24511,2023-02-28
24513,2023-02-28
24596,2023-02-28
23865,2023-02-28
23866,2023-02-28
23871,2023-02-28
24517,2023-02-28
24522,2023-02-28
24529,2023-02-28
24530,2023-02-28
23637,2023-02-28
23639,2023-02-28
23642,2023-02-28
23643,2023-02-28
23647,2023-02-28
23648,2023-02-28
23650,2023-02-28
23651,2023-02-28
23653,2023-02-28
23656,2023-02-28
23770,2023-02-28
23771,2023-02-28
23772,2023-02-28
23773,2023-02-28
23777,2023-02-28
23778,2023-02-28
23820,2023-02-28
23821,2023-02-28
23823,2023-02-28
23825,2023-02-28
23829,2023-02-28
23830,2023-02-28
23832,2023-02-28
23833,2023-02-28
23835,2023-02-28
23839,2023-02-28
23873,2023-02-28
23874,2023-02-28
23875,2023-02-28
23882,2023-02-28
23658,2023-02-28
23659,2023-02-28
23663,2023-02-28
23664,2023-02-28
23667,2023-02-28
23669,2023-02-28
23670,2023-02-28
23677,2023-02-28
23678,2023-02-28
23680,2023-02-28
23682,2023-02-28
23686,2023-02-28
23691,2023-02-28
23701,2023-02-28
23703,2023-02-28
23704,2023-02-28
23708,2023-02-28
23713,2023-02-28
23779,2023-02-28
23780,2023-02-28
23781,2023-02-28
23783,2023-02-28
23786,2023-02-28
23787,2023-02-28
23789,2023-02-28
23793,2023-02-28
23841,2023-02-28
23886,2023-02-28
24145,2023-02-28
24150,2023-02-28
24152,2023-02-28
24154,2023-02-28
23715,2023-02-28
23716,2023-02-28
23718,2023-02-28
23720,2023-02-28
23725,2023-02-28
23729,2023-02-28
23733,2023-02-28
23734,2023-02-28
23736,2023-02-28
23738,2023-02-28
23740,2023-02-28
24053,2023-02-28
24103,2023-02-28
24106,2023-02-28
24108,2023-02-28
24322,2023-02-28
24055,2023-02-28
24057,2023-02-28
24060,2023-02-28
24063,2023-02-28
24111,2023-02-28
24112,2023-02-28
24114,2023-02-28
24115,2023-02-28
24124,2023-02-28
23890,2023-02-28
24068,2023-02-28
24069,2023-02-28
24273,2023-02-28
24159,2023-02-28
24161,2023-02-28
24167,2023-02-28
24277,2023-02-28
24600,2023-02-28
24604,2023-02-28
24608,2023-02-28
24535,2023-02-28
24537,2023-02-28
24540,2023-02-28
24541,2023-02-28
24548,2023-02-28
23797,2023-02-28
24492,2023-02-28
23516,2023-02-28
23518,2023-02-28
23520,2023-02-28
23522,2023-02-28
23524,2023-02-28
23526,2023-02-28
24555,2023-02-28
23742,2023-02-28
23743,2023-02-28
23744,2023-02-28
23799,2023-02-28
23810,2023-02-28
23843,2023-02-28
23844,2023-02-28
23845,2023-02-28
23846,2023-02-28
23849,2023-02-28
23851,2023-02-28
23855,2023-02-28
23528,2023-02-28
23531,2023-02-28
23533,2023-02-28
23537,2023-02-28
23540,2023-02-28
23547,2023-02-28
23548,2023-02-28
23552,2023-02-28
23554,2023-02-28
23556,2023-02-28
23557,2023-02-28
23559,2023-02-28
23560,2023-02-28
23563,2023-02-28
23569,2023-02-28
23572,2023-02-28
23576,2023-02-28
23577,2023-02-28
23579,2023-02-28
23581,2023-02-28
23585,2023-02-28
23587,2023-02-28
23746,2023-02-28
23748,2023-02-28
23749,2023-02-28
23752,2023-02-28
23754,2023-02-28
23756,2023-02-28
23757,2023-02-28
23761,2023-02-28
23763,2023-02-28
23813,2023-02-28
23816,2023-02-28
23818,2023-02-28
23856,2023-02-28
23861,2023-02-28
23591,2023-02-28
23592,2023-02-28
23596,2023-02-28
23597,2023-02-28
23600,2023-02-28
23603,2023-02-28
23606,2023-02-28
23610,2023-02-28
23611,2023-02-28
23614,2023-02-28
23615,2023-02-28
23621,2023-02-28
23622,2023-02-28
23626,2023-02-28
23627,2023-02-28
23630,2023-02-28
23634,2023-02-28
23635,2023-02-28
23764,2023-02-28
24071,2023-02-28
24073,2023-02-28
24075,2023-02-28
24076,2023-02-28
24077,2023-02-28
24136,2023-02-28
24138,2023-02-28
24017,2023-02-28
24022,2023-02-28
24023,2023-02-28
24026,2023-02-28
24027,2023-02-28
24029,2023-02-28
24034,2023-02-28
24079,2023-02-28
24083,2023-02-28
24087,2023-02-28
24089,2023-02-28
24090,2023-02-28
24091,2023-02-28
24140,2023-02-28
24280,2023-02-28
24281,2023-02-28
24282,2023-02-28
24283,2023-02-28
24285,2023-02-28
24295,2023-02-28
24035,2023-02-28
24042,2023-02-28
24044,2023-02-28
24047,2023-02-28
24094,2023-02-28
24095,2023-02-28
24097,2023-02-28
24298,2023-02-28
24300,2023-02-28
24303,2023-02-28
24308,2023-02-28
24312,2023-02-28
24315,2023-02-28
24735,2023-02-28
24737,2023-02-28
24740,2023-02-28
24742,2023-02-28
24746,2023-02-28
24747,2023-02-28
24753,2023-02-28
24756,2023-02-28
24758,2023-02-28
23909,2023-02-28
23911,2023-02-28
23913,2023-02-28
23914,2023-02-28
23915,2023-02-28
23918,2023-02-28
23919,2023-02-28
23920,2023-02-28
23975,2023-02-28
23976,2023-02-28
23977,2023-02-28
23978,2023-02-28
23981,2023-02-28
23984,2023-02-28
24763,2023-02-28
24764,2023-02-28
25032,2023-02-28
25033,2023-02-28
25034,2023-02-28
23929,2023-02-28
23932,2023-02-28
23934,2023-02-28
23935,2023-02-28
23988,2023-02-28
23989,2023-02-28
23991,2023-02-28
24267,2023-02-28
25037,2023-02-28
25038,2023-02-28
25040,2023-02-28
25041,2023-02-28
25043,2023-02-28
25044,2023-02-28
24204,2023-02-28
24208,2023-02-28
23936,2023-02-28
23938,2023-02-28
24232,2023-02-28
24233,2023-02-28
24234,2023-02-28
24237,2023-02-28
24766,2023-02-28
24241,2023-02-28
24243,2023-02-28
24244,2023-02-28
24245,2023-02-28
25048,2023-02-28
25080,2023-02-28
25081,2023-02-28
25083,2023-02-28
25087,2023-02-28
25090,2023-02-28
25091,2023-02-28
25093,2023-02-28
24339,2023-02-28
24344,2023-02-28
24346,2023-02-28
24386,2023-02-28
24387,2023-02-28
24388,2023-02-28
24389,2023-02-28
24390,2023-02-28
24391,2023-02-28
24395,2023-02-28
24443,2023-02-28
24444,2023-02-28
25097,2023-02-28
25098,2023-02-28
25100,2023-02-28
25102,2023-02-28
25105,2023-02-28
25106,2023-02-28
25112,2023-02-28
25113,2023-02-28
24351,2023-02-28
24355,2023-02-28
24358,2023-02-28
24397,2023-02-28
24401,2023-02-28
24402,2023-02-28
24410,2023-02-28
24445,2023-02-28
24447,2023-02-28
24450,2023-02-28
24451,2023-02-28
25114,2023-02-28
24361,2023-02-28
24712,2023-02-28
24714,2023-02-28
24482,2023-02-28
23945,2023-02-28
23947,2023-02-28
23952,2023-02-28
24716,2023-02-28
24726,2023-02-28
24727,2023-02-28
23900,2023-02-28
23901,2023-02-28
23954,2023-02-28
23955,2023-02-28
23956,2023-02-28
23960,2023-02-28
23964,2023-02-28
23967,2023-02-28
24729,2023-02-28
24730,2023-02-28
25003,2023-02-28
25004,2023-02-28
25008,2023-02-28
23903,2023-02-28
23905,2023-02-28
23906,2023-02-28
23907,2023-02-28
24171,2023-02-28
24174,2023-02-28
24181,2023-02-28
24212,2023-02-28
24213,2023-02-28
24252,2023-02-28
24254,2023-02-28
24259,2023-02-28
25010,2023-02-28
25011,2023-02-28
25017,2023-02-28
25019,2023-02-28
25022,2023-02-28
25023,2023-02-28
24184,2023-02-28
24194,2023-02-28
24195,2023-02-28
24223,2023-02-28
24225,2023-02-28
24227,2023-02-28
24262,2023-02-28
25054,2023-02-28
25056,2023-02-28
25058,2023-02-28
25060,2023-02-28
25065,2023-02-28
24198,2023-02-28
24363,2023-02-28
24364,2023-02-28
24412,2023-02-28
24413,2023-02-28
24416,2023-02-28
24421,2023-02-28
25066,2023-02-28
25070,2023-02-28
24326,2023-02-28
24327,2023-02-28
24328,2023-02-28
24329,2023-02-28
24331,2023-02-28
24334,2023-02-28
24335,2023-02-28
24369,2023-02-28
24370,2023-02-28
24372,2023-02-28
24374,2023-02-28
24377,2023-02-28
24378,2023-02-28
24424,2023-02-28
24425,2023-02-28
24427,2023-02-28
24429,2023-02-28
24436,2023-02-28
25076,2023-02-28
24337,2023-02-28
24338,2023-02-28
24796,2023-02-28
24798,2023-02-28
24802,2023-02-28
24803,2023-02-28
24805,2023-02-28
24806,2023-02-28
24808,2023-02-28
24863,2023-02-28
24866,2023-02-28
24869,2023-02-28
24811,2023-02-28
24814,2023-02-28
24816,2023-02-28
24817,2023-02-28
25203,2023-02-28
25205,2023-02-28
25208,2023-02-28
25211,2023-02-28
25214,2023-02-28
25273,2023-02-28
25275,2023-02-28
25278,2023-02-28
25194,2023-02-28
25195,2023-02-28
25217,2023-02-28
25218,2023-02-28
25219,2023-02-28
25221,2023-02-28
25223,2023-02-28
25224,2023-02-28
25227,2023-02-28
25286,2023-02-28
25290,2023-02-28
25293,2023-02-28
25228,2023-02-28
25229,2023-02-28
25459,2023-02-28
25460,2023-02-28
25410,2023-02-28
25412,2023-02-28
25416,2023-02-28
25419,2023-02-28
25422,2023-02-28
25464,2023-02-28
25465,2023-02-28
25468,2023-02-28
25469,2023-02-28
25472,2023-02-28
25474,2023-02-28
25132,2023-02-28
25134,2023-02-28
25136,2023-02-28
25137,2023-02-28
25138,2023-02-28
25140,2023-02-28
25143,2023-02-28
25424,2023-02-28
25475,2023-02-28
25481,2023-02-28
24882,2023-02-28
24883,2023-02-28
24884,2023-02-28
24886,2023-02-28
24888,2023-02-28
24892,2023-02-28
24894,2023-02-28
24896,2023-02-28
24897,2023-02-28
24825,2023-02-28
24829,2023-02-28
24833,2023-02-28
24841,2023-02-28
24844,2023-02-28
25235,2023-02-28
25236,2023-02-28
25238,2023-02-28
25239,2023-02-28
25241,2023-02-28
25244,2023-02-28
25245,2023-02-28
25247,2023-02-28
24787,2023-02-28
24788,2023-02-28
24789,2023-02-28
24790,2023-02-28
24793,2023-02-28
24795,2023-02-28
25117,2023-02-28
25119,2023-02-28
25252,2023-02-28
25257,2023-02-28
25263,2023-02-28
25265,2023-02-28
25266,2023-02-28
25268,2023-02-28
25120,2023-02-28
25122,2023-02-28
25432,2023-02-28
25434,2023-02-28
25436,2023-02-28
25124,2023-02-28
25126,2023-02-28
25127,2023-02-28
25129,2023-02-28
25130,2023-02-28
25271,2023-02-28
25145,2023-02-28
25146,2023-02-28
25147,2023-02-28
25148,2023-02-28
25391,2023-02-28
25437,2023-02-28
25440,2023-02-28
25442,2023-02-28
25445,2023-02-28
25446,2023-02-28
25451,2023-02-28
25151,2023-02-28
25155,2023-02-28
25158,2023-02-28
25159,2023-02-28
25398,2023-02-28
25407,2023-02-28
25453,2023-02-28
24848,2023-02-28
24853,2023-02-28
24857,2023-02-28
24859,2023-02-28
25531,2023-02-28
25536,2023-02-28
25537,2023-02-28
25538,2023-02-28
25320,2023-02-28
25381,2023-02-28
25547,2023-02-28
25548,2023-02-28
26028,2023-02-28
25323,2023-02-28
25326,2023-02-28
25332,2023-02-28
25333,2023-02-28
25335,2023-02-28
25382,2023-02-28
26032,2023-02-28
26034,2023-02-28
26043,2023-02-28
26045,2023-02-28
25338,2023-02-28
25341,2023-02-28
24693,2023-02-28
24694,2023-02-28
24695,2023-02-28
24700,2023-02-28
26049,2023-02-28
26051,2023-02-28
26052,2023-02-28
26054,2023-02-28
26055,2023-02-28
26316,2023-02-28
26322,2023-02-28
25162,2023-02-28
25165,2023-02-28
24655,2023-02-28
24656,2023-02-28
24658,2023-02-28
24663,2023-02-28
24665,2023-02-28
24670,2023-02-28
24702,2023-02-28
24704,2023-02-28
24706,2023-02-28
24708,2023-02-28
25568,2023-02-28
25569,2023-02-28
25570,2023-02-28
25573,2023-02-28
25574,2023-02-28
25579,2023-02-28
25581,2023-02-28
24672,2023-02-28
24677,2023-02-28
24680,2023-02-28
24948,2023-02-28
25483,2023-02-28
25484,2023-02-28
25487,2023-02-28
26325,2023-02-28
26327,2023-02-28
26329,2023-02-28
26335,2023-02-28
26336,2023-02-28
26337,2023-02-28
26342,2023-02-28
24949,2023-02-28
24950,2023-02-28
24956,2023-02-28
24957,2023-02-28
24958,2023-02-28
24964,2023-02-28
25489,2023-02-28
26343,2023-02-28
26344,2023-02-28
26347,2023-02-28
26350,2023-02-28
24968,2023-02-28
24971,2023-02-28
24974,2023-02-28
24978,2023-02-28
26510,2023-02-28
26516,2023-02-28
24898,2023-02-28
24900,2023-02-28
24902,2023-02-28
24903,2023-02-28
24906,2023-02-28
25383,2023-02-28
26892,2023-02-28
26894,2023-02-28
26517,2023-02-28
26518,2023-02-28
26519,2023-02-28
26521,2023-02-28
26523,2023-02-28
25553,2023-02-28
25558,2023-02-28
25560,2023-02-28
25345,2023-02-28
25351,2023-02-28
25357,2023-02-28
26906,2023-02-28
26908,2023-02-28
24772,2023-02-28
24778,2023-02-28
24779,2023-02-28
24780,2023-02-28
24781,2023-02-28
24784,2023-02-28
25168,2023-02-28
26909,2023-02-28
26911,2023-02-28
26914,2023-02-28
26915,2023-02-28
25991,2023-02-28
25992,2023-02-28
25302,2023-02-28
25303,2023-02-28
25304,2023-02-28
25308,2023-02-28
25309,2023-02-28
25310,2023-02-28
25311,2023-02-28
25312,2023-02-28
25313,2023-02-28
25171,2023-02-28
25173,2023-02-28
25174,2023-02-28
25175,2023-02-28
25179,2023-02-28
25181,2023-02-28
25183,2023-02-28
26000,2023-02-28
26002,2023-02-28
26005,2023-02-28
26007,2023-02-28
26011,2023-02-28
25184,2023-02-28
25185,2023-02-28
25188,2023-02-28
26014,2023-02-28
26016,2023-02-28
26021,2023-02-28
26022,2023-02-28
24618,2023-02-28
24622,2023-02-28
24626,2023-02-28
24629,2023-02-28
24630,2023-02-28
24980,2023-02-28
24985,2023-02-28
24987,2023-02-28
25494,2023-02-28
25496,2023-02-28
25497,2023-02-28
25499,2023-02-28
25509,2023-02-28
25510,2023-02-28
24907,2023-02-28
24913,2023-02-28
24915,2023-02-28
24916,2023-02-28
24918,2023-02-28
24920,2023-02-28
24922,2023-02-28
24991,2023-02-28
24994,2023-02-28
25512,2023-02-28
25514,2023-02-28
25517,2023-02-28
25519,2023-02-28
24924,2023-02-28
24931,2023-02-28
24932,2023-02-28
24935,2023-02-28
24939,2023-02-28
25000,2023-02-28
24946,2023-02-28
25367,2023-02-28
25369,2023-02-28
25371,2023-02-28
25373,2023-02-28
25376,2023-02-28
25377,2023-02-28
25523,2023-02-28
25525,2023-02-28
25527,2023-02-28
25528,2023-02-28
25815,2023-02-28
25817,2023-02-28
25819,2023-02-28
25823,2023-02-28
25824,2023-02-28
25825,2023-02-28
25606,2023-02-28
25608,2023-02-28
25611,2023-02-28
25613,2023-02-28
25615,2023-02-28
25616,2023-02-28
25672,2023-02-28
25677,2023-02-28
25678,2023-02-28
25679,2023-02-28
25681,2023-02-28
25745,2023-02-28
25751,2023-02-28
25619,2023-02-28
25621,2023-02-28
26090,2023-02-28
26098,2023-02-28
26100,2023-02-28
26104,2023-02-28
26105,2023-02-28
25683,2023-02-28
25686,2023-02-28
26156,2023-02-28
26157,2023-02-28
26159,2023-02-28
26163,2023-02-28
26165,2023-02-28
26168,2023-02-28
25756,2023-02-28
25759,2023-02-28
26107,2023-02-28
26108,2023-02-28
26110,2023-02-28
26113,2023-02-28
26115,2023-02-28
26118,2023-02-28
26120,2023-02-28
26121,2023-02-28
26122,2023-02-28
26170,2023-02-28
26178,2023-02-28
26180,2023-02-28
26211,2023-02-28
26458,2023-02-28
26459,2023-02-28
26461,2023-02-28
26462,2023-02-28
26387,2023-02-28
26389,2023-02-28
26393,2023-02-28
26394,2023-02-28
26759,2023-02-28
26762,2023-02-28
26402,2023-02-28
26403,2023-02-28
26404,2023-02-28
26406,2023-02-28
26408,2023-02-28
26615,2023-02-28
26619,2023-02-28
26621,2023-02-28
26434,2023-02-28
26689,2023-02-28
25828,2023-02-28
25829,2023-02-28
26571,2023-02-28
26574,2023-02-28
26575,2023-02-28
26629,2023-02-28
26633,2023-02-28
26636,2023-02-28
26637,2023-02-28
26639,2023-02-28
26643,2023-02-28
26693,2023-02-28
26694,2023-02-28
26699,2023-02-28
26702,2023-02-28
26705,2023-02-28
26707,2023-02-28
26576,2023-02-28
26646,2023-02-28
26647,2023-02-28
26651,2023-02-28
26654,2023-02-28
25687,2023-02-28
25691,2023-02-28
25692,2023-02-28
25694,2023-02-28
26709,2023-02-28
26711,2023-02-28
25760,2023-02-28
25761,2023-02-28
25762,2023-02-28
25766,2023-02-28
26766,2023-02-28
26767,2023-02-28
25627,2023-02-28
25628,2023-02-28
25631,2023-02-28
25635,2023-02-28
25637,2023-02-28
25697,2023-02-28
25700,2023-02-28
25701,2023-02-28
25702,2023-02-28
25703,2023-02-28
25706,2023-02-28
25708,2023-02-28
25712,2023-02-28
25719,2023-02-28
25767,2023-02-28
25770,2023-02-28
25771,2023-02-28
25774,2023-02-28
25775,2023-02-28
25782,2023-02-28
25786,2023-02-28
25840,2023-02-28
25643,2023-02-28
25645,2023-02-28
25648,2023-02-28
25652,2023-02-28
25723,2023-02-28
25725,2023-02-28
25730,2023-02-28
25731,2023-02-28
26186,2023-02-28
26187,2023-02-28
26189,2023-02-28
26191,2023-02-28
25790,2023-02-28
25793,2023-02-28
25795,2023-02-28
25796,2023-02-28
26213,2023-02-28
26214,2023-02-28
26215,2023-02-28
25844,2023-02-28
25848,2023-02-28
25849,2023-02-28
25850,2023-02-28
25851,2023-02-28
25658,2023-02-28
25659,2023-02-28
26125,2023-02-28
26126,2023-02-28
26133,2023-02-28
26134,2023-02-28
26135,2023-02-28
26136,2023-02-28
26140,2023-02-28
26141,2023-02-28
26196,2023-02-28
26197,2023-02-28
26201,2023-02-28
26207,2023-02-28
26219,2023-02-28
26221,2023-02-28
26222,2023-02-28
26223,2023-02-28
26067,2023-02-28
26071,2023-02-28
26075,2023-02-28
26142,2023-02-28
26146,2023-02-28
26148,2023-02-28
26210,2023-02-28
26436,2023-02-28
26438,2023-02-28
26439,2023-02-28
26443,2023-02-28
26084,2023-02-28
26086,2023-02-28
26089,2023-02-28
26353,2023-02-28
26354,2023-02-28
26356,2023-02-28
26357,2023-02-28
26358,2023-02-28
26359,2023-02-28
26154,2023-02-28
26414,2023-02-28
26416,2023-02-28
26418,2023-02-28
26447,2023-02-28
26448,2023-02-28
26449,2023-02-28
26450,2023-02-28
26452,2023-02-28
26362,2023-02-28
26363,2023-02-28
26364,2023-02-28
26365,2023-02-28
26367,2023-02-28
26370,2023-02-28
26375,2023-02-28
26376,2023-02-28
26379,2023-02-28
26380,2023-02-28
26419,2023-02-28
26422,2023-02-28
26423,2023-02-28
26428,2023-02-28
26429,2023-02-28
26431,2023-02-28
26432,2023-02-28
26433,2023-02-28
26655,2023-02-28
26656,2023-02-28
26661,2023-02-28
26453,2023-02-28
26720,2023-02-28
26721,2023-02-28
26723,2023-02-28
26726,2023-02-28
26728,2023-02-28
26729,2023-02-28
26732,2023-02-28
26733,2023-02-28
26735,2023-02-28
26382,2023-02-28
26530,2023-02-28
26531,2023-02-28
26537,2023-02-28
26538,2023-02-28
26540,2023-02-28
26544,2023-02-28
26580,2023-02-28
26582,2023-02-28
26587,2023-02-28
26589,2023-02-28
26665,2023-02-28
26673,2023-02-28
26674,2023-02-28
26675,2023-02-28
26738,2023-02-28
26740,2023-02-28
26741,2023-02-28
26746,2023-02-28
26750,2023-02-28
26755,2023-02-28
26756,2023-02-28
25797,2023-02-28
26548,2023-02-28
26551,2023-02-28
26552,2023-02-28
26553,2023-02-28
26556,2023-02-28
26558,2023-02-28
26563,2023-02-28
26564,2023-02-28
26565,2023-02-28
26591,2023-02-28
26595,2023-02-28
26603,2023-02-28
26605,2023-02-28
26685,2023-02-28
25733,2023-02-28
25735,2023-02-28
25737,2023-02-28
25738,2023-02-28
25739,2023-02-28
25742,2023-02-28
25800,2023-02-28
25801,2023-02-28
25802,2023-02-28
25803,2023-02-28
25805,2023-02-28
25810,2023-02-28
25811,2023-02-28
26568,2023-02-28
25591,2023-02-28
25593,2023-02-28
25596,2023-02-28
25598,2023-02-28
25601,2023-02-28
25603,2023-02-28
25604,2023-02-28
25605,2023-02-28
26611,2023-02-28
25664,2023-02-28
25666,2023-02-28
25668,2023-02-28
25670,2023-02-28
25887,2023-02-28
25888,2023-02-28
25891,2023-02-28
25892,2023-02-28
26225,2023-02-28
26230,2023-02-28
